id	category	type	work_name	unit
679	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери квартирные	Устройство временных защитных покрытий дверей Оргалитом (2 стороны) с обмоткой стреч пленкой (2 стороны) (V по S двери c1й стороны)	м2
680	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери квартирные	Устройство временных защитных покрытий дверей стреч пленкой (Обмотка с 2х сторон)	м2
681	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери квартирные	Сдача входных квартирных дверей (в т.ч. устранение замечаний, регулировка, подкраска, замена уплотнителей, и т.д.) ( 10.23г.)	шт
682	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери квартирные	Установка блоков во внутренних дверных проемах КОММЕРЧЕСКИХ квартир: межкомнатных	шт
683	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери квартирные	Установка в дверных проемах: МЕТАЛЛИЧЕСКОЙ черновой коробки КВАРТИРНОЙ входной двери ( 10.23г )	шт
684	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери квартирные	Установка в дверных проемах: чистовой рамы с дверным полотном металлической квартирной входной двери ( 010.23г )	шт
685	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери квартирные	Установка дверных блоков металлических Квартирных (входных)	шт
686	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери квартирные	Установка заполнений металлических дверей: панель МДФ	м2
687	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери квартирные	Устройство дверных фрамуг декоративных из МДФ вклееном на стальном каркасе	шт
688	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери лестничной клетки и тамбур-шлюза	Изготовление временных дверей (Изготовление коробки из бруса, каркаса с обшивкой оргалитом)	шт
689	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери лестничной клетки и тамбур-шлюза	Монтаж теплового контура внутри помещений: зашивка вентшахт, дверных проемов, выходов пленкой с устройством деревянного каркаса.	м2
690	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери лестничной клетки и тамбур-шлюза	Монтаж теплового контура внутри помещений: проемов, вент. шахт (каркас из бруса с утеплителем и зашивкой оргалитом с 2х сторон)	м2
691	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери лестничной клетки и тамбур-шлюза	Установка временных дверей деревянных (тепловой контур) (Монтаж коробки из бруса, навешивание полотна)	шт
692	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери лестничной клетки и тамбур-шлюза	Установка дверных блоков Алюминиевых с остеклением	шт
693	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери лестничной клетки и тамбур-шлюза	Установка дверных блоков металлических с остеклением	шт
694	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери лестничной клетки и тамбур-шлюза	Установка стеклопакетов в двери (металлические; алюминиевые) (в т.ч. разгрузка, затарка к месту монтажа, монтаж, регулировка, сдача экспл.)	м2
695	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери лифтового холла	Установка дверных блоков Алюминиевых с остеклением	шт
696	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери лифтового холла	Установка дверных блоков металлических с остеклением	шт
697	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери лифтового холла	Установка стеклопакетов в двери (металлические; алюминиевые) (в т.ч. разгрузка, затарка к месту монтажа, монтаж, регулировка, сдача экспл.)	м2
698	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери МОП	Разноска дверей	шт
699	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери МОП	Сдача дверных блоков МОП эксплуатации (в т.ч. устранение замечаний, регулировка, подкраска, замена уплотнителей, и т.д.) (по с/з)	шт
700	ДВЕРИ, ЛЮКИ, ВОРОТА	Двери МОП	Установка дверных блоков металлических глухих (утепленных, противопожарных)	шт
701	ДВЕРИ, ЛЮКИ, ВОРОТА	Люки скрытые	Обшивка лючков гипсокартоном (под отделку)	м2
702	ДВЕРИ, ЛЮКИ, ВОРОТА	Люки скрытые	Установка Лючков ВНУТРИПОЛЬНЫХ типа Revizor (прорезка плитки, демонтаж стяжки, установка лючка, вклейка плитки в крышку лючка, сдача)	шт
703	ДВЕРИ, ЛЮКИ, ВОРОТА	Лючки в стенах	Затарка Лючков (в .ч. разгрузка с машины, складирование, подъем, разноска до места монтажа)	шт
704	ДВЕРИ, ЛЮКИ, ВОРОТА	Лючки в стенах	Монтаж люков сантехнических и вентиляционных металлических в стенах площадью: от 0,3 до 1 м2	шт
705	ДВЕРИ, ЛЮКИ, ВОРОТА	Лючки в стенах	Сдача лючков эксплуатации (в т.ч. устранение замечаний, регулировка, окраска, замена уплотнителей) (по служ. записке)	шт
706	ДВЕРИ, ЛЮКИ, ВОРОТА	Лючки в стенах	Установка люков с дверью-"слайдер" и фрамугой	шт
707	ДВЕРИ, ЛЮКИ, ВОРОТА	Лючки в стенах	Установка Лючков (противопожарных, утепленных, с подготовкой под ГЛВ)	шт
708	ДВЕРИ, ЛЮКИ, ВОРОТА	Потолочные лючки	Монтаж люков сантехнических и вентиляционных металлических в потолках	шт
709	ДВЕРИ, ЛЮКИ, ВОРОТА	Противопожарные шторы	Монтаж рулонной противопожарной шторы (Затарка, разборка/сборка, монт. направляющих, регулировка)	шт
824	МОКАП	Отделочные работы	Устройство теплозвукоизоляционных покрытий насухо листовым (рулонным) материалом (типа Пленекс) (толщ. 10 мм) в 1 слой	м2
1033	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Заземление и Молниезащита	Зазмеление поддона ванной (с изготовлением "пятака")	шт
1034	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Заземление и Молниезащита	Монтаж коробки уравнивания потенциалов (с заземлением ванной), количество зажимов, до: 10	шт
1035	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Интернет (локальные вычислительные сети, ЛВС)	Монтаж преобразователя интерфейса	шт
1036	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Кладка перегородок	Кладка ПЕРЕГОРОДОК: толщиной 100 мм из Газосиликатных блоков (ГСБ H=0,25; L=0,625) (с устройством примыканий и усилений)	м2
1037	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Кладка перегородок	Кладка ПЕРЕГОРОДОК: толщиной 100 мм из Пазогребниевых блоков (ПГП H=0,5; L=0,667) (с устройством примыканий и усилений)	м2
1038	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Кладка перегородок	Кладка ПЕРЕГОРОДОК: толщиной 120 мм из Кирпича (Кирпич H=0,065; L=0,250) (с устройством примыканий и усилений)	м2
1039	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Кладка перегородок	Кладка ПЕРЕГОРОДОК: толщиной 75 мм из Газосиликатных блоков (ГСБ H=0,25; L=0,625) (с устройством примыканий и усилений)	м2
1040	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Кладка перегородок	Кладка ПЕРЕГОРОДОК: толщиной 80 мм из Пазогребниевых блоков (ПГП H=0,5; L=0,667) (с устройством примыканий и усилений)	м2
1041	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Кладка перегородок	Кладка ПЕРЕГОРОДОК: толщиной 90 мм из Легкобетонных блоков (СКЦ H=0,188; L=0,390) (с устройством примыканий и усилений)	м2
1042	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Кладка перегородок	Трассировка перегорордок в квартирах из гипсовых пазогребневых плит (ПГП h=0,5м) (с разгрузкой, подачей материала, приготовлением раствора)	м
1043	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Кладка перегородок	Трассировка перегорордок в квартирах из ГСБ (h=0,25м) (с разгрузкой, подачей материала, приготовлением раствора)	м
1044	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Кладка перегородок	Разборка перегородок: из гипсовых, шлакобетонных и фибролитовых плит	м2
1045	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Слаботочные системы (включая устройства умного дома)	Монтаж (протяжка) кабеля слаботочных систем	м. пог.
1046	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Слаботочные системы (включая устройства умного дома)	Монтаж (протяжка) провода слаботочных систем	м. пог.
1047	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Слаботочные системы (включая устройства умного дома)	Монтаж кабеля слаботочных систем с креплением накладными скобами (полосками)	м. пог.
1048	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - освещение	Монтаж и расключение выключателя	шт
1049	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - освещение	Монтаж рамки выключателя: 5-ти местной	шт
1050	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - освещение	Монтаж патрона настенного (подвесного)	шт
1051	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - освещение	Монтаж светильника с люминесцентными/светодиодными лампами с расключением	шт
1052	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - освещение	Монтаж лампы накаливания	шт
1053	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - освещение	Установка крюка для подвешивания светильников	шт
1054	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Увеличение дверных проемов со снятием перемычки и разборкой кладки из блоков с обратной заделкой	шт
1055	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Устройство гнезд в бетонных стенах под установку выключателей и розеток, размером: до 100 мм	шт
1056	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Устройство гнезд, под установку выключателей и розеток, размером: до 130х130 мм ( газосиликат, СКЦ и т.д. )	шт
1057	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Устройство гнезд, под установку выключателей и розеток, размером: до 260х260 мм ( газосиликат, СКЦ и т.д. )	шт
1058	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Устройство гнезд, под установку выключателей и розеток, размером: до 500х500 мм ( газосиликат, СКЦ и т.д. )	шт
1059	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Устройство ниш под квартирные щиты в конструкциях из бетона	шт
1060	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Устройство ниш под квартирные щиты в конструкциях из кирпичной и газосиликатной кладке	шт
1061	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Сверление отверстий в ГКЛ под установку подрозетников	шт
1062	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Пробивка борозд (штроб) в бетонных конструкциях стен площадью сечения: до 100 см2 (с уборкой мусора)	м. пог.
1063	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Пробивка борозд (штроб) в бетонных конструкциях стен площадью сечения: до 20 см2 (с уборкой мусора)	м. пог.
1064	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Пробивка борозд (штроб) в бетонных конструкциях стен площадью сечения: до 50 см2 (с уборкой мусора)	м. пог.
1065	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Пробивка борозд (штроб) в конструкциях из кирпича и блоков площадью сечения: до 100 см2 (с уборкой мусора)	м. пог.
1066	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Пробивка борозд (штроб) в конструкциях из кирпича и блоков площадью сечения: до 20 см2 (с уборкой мусора)	м. пог.
1067	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Пробивка борозд (штроб) в конструкциях из кирпича и блоков площадью сечения: до 50 см2 (с уборкой мусора)	м. пог.
1068	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Затягивание кабеля, сечение, мм2, : от 26 до 120	м. пог.
1069	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Затягивание кабеля, сечение, мм2, до: 10	м. пог.
1070	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Затягивание кабеля, сечение, мм2, до: 25	м. пог.
1071	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Затягивание провода, сечение, мм2, до: 10	м. пог.
1072	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Затягивание провода, сечение, мм2, до: 25	м. пог.
1073	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Монтаж и расключение розетки ( 12.2024г )	шт
1074	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Монтаж коробки электромонтажной установочной (подрозетника)	шт
1075	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Монтаж коробок электромонтажных (в т.ч.в теле монолитных конструкций) (с 10.2019г.)	шт
1076	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Расключение коробок электромонтажных	шт
1077	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Монтаж "теплого" пола на основе нагревательного мата 2-жильным кабелем	м2
1078	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Монтаж и расключение органов управления воздушно-отопительного агрегата "Volcano"	компл
1079	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Монтаж электроплиты (с установкой розетки и питающего кабеля)	шт
1080	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Монтаж электрополотенца	шт
1081	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Расключение внутрипольного конвектора системы принудительной вентиляции	шт
1082	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Установка термодатчика для "теплого" пола	шт
1083	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Установка терморегулятора для "теплого" пола	шт
1084	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Монтаж трубы ПВХ/ПНД ( гофрированная/гладкая ) Д: до 50 мм ( 04.25г )	м. пог.
1085	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Сборка щита квартирного	шт
1086	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Пусконаладочные работы в квартирах ( с отделкой)	шт
1087	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Расключение щита электромонтажного квартирного открытого типа с концевыми разделками	шт
1088	ОТДЕЛКА КВАРТИР MR BASE (предчистовая отделка)	Электрика - силовая. Кабеля	Расключение щита электромонтажного квартирного скрытого типа с концевыми разделками	групп
1089	ОТДЕЛОЧНЫЕ РАБОТЫ	Водоотводные лотки паркинга	Пробивка борозд (штроб) в бетонных конструкциях полов под лотки (с уборкой мусора)	м. пог.
1090	ОТДЕЛОЧНЫЕ РАБОТЫ	Водоотводные лотки паркинга	Очистка лотков водоотводных в бетонные полы без снятия решетки	м.п.
1091	ОТДЕЛОЧНЫЕ РАБОТЫ	Водоотводные лотки паркинга	Очистка лотков водоотводных в бетонные полы со снятием решетки (демонтаж+ монтаж)	м.п.
1092	ОТДЕЛОЧНЫЕ РАБОТЫ	Водоотводные лотки паркинга	Укладка лотка бетонного/ пластикового в бетонные полы	м.п.
1093	ОТДЕЛОЧНЫЕ РАБОТЫ	Водоотводные лотки паркинга	Устройство грязезащитной решетки	м2
1094	ОТДЕЛОЧНЫЕ РАБОТЫ	Водоотводные лотки паркинга	Устройство лотка металлического водоотводного в бетонных полах	м.п.
1095	ОТДЕЛОЧНЫЕ РАБОТЫ	ГКЛ перегородки	Изоляция перегородок ГКЛ насухо (Минераловатными плитами): в 1 слой ( 11.20г.)	м2
1096	ОТДЕЛОЧНЫЕ РАБОТЫ	ГКЛ перегородки	Облицовка стен и перегородок гипсокартонными листами (ГКЛ) 2-ой слой	м2
1097	ОТДЕЛОЧНЫЕ РАБОТЫ	ГКЛ перегородки	Облицовка стен и перегородок гипсокартонными листами (ГКЛ) по готовому м/каркасу в 1 слой	м2
1098	ОТДЕЛОЧНЫЕ РАБОТЫ	ГКЛ перегородки	Устройство м/каркаса перегородок из профилей ПН и ПС без облицовки гипсокартонными листами (ГКЛ)	м2
1099	ОТДЕЛОЧНЫЕ РАБОТЫ	ГКЛ перегородки	Устройство м/каркаса стен из профилей ПН и ПС без облицовки гипсокартонными листами (ГКЛ)	м2
1100	ОТДЕЛОЧНЫЕ РАБОТЫ	ГКЛ перегородки	Устройство разметки расположения межкомнатных перегородок (ГКЛ/ГКЛВ)	м.п.
1101	ОТДЕЛОЧНЫЕ РАБОТЫ	ГКЛ перегородки	Демонтаж м/каркаса перегородок из профиля ПН и ПС без демонтажа гипсокартонных листов (ГКЛ)	м2
1102	ОТДЕЛОЧНЫЕ РАБОТЫ	ГКЛ перегородки	Демонтаж м/каркаса стен из профиля ПН и ПС без демонтажа гипсокартонных листов (ГКЛ)	м2
1103	ОТДЕЛОЧНЫЕ РАБОТЫ	ГКЛ перегородки	Демонтаж облицовки перегородок и стен из гипсокартонных листов (ГКЛ) без демонтажа м/каркаса 1 слой	м2
1104	ОТДЕЛОЧНЫЕ РАБОТЫ	Деформационные швы (вертикальные и горизонтальные) финишное оформление	Заполнение швов герметиком (мастикой) с использованием шпателя ( 10.19г )	м. пог.
1105	ОТДЕЛОЧНЫЕ РАБОТЫ	Деформационные швы (вертикальные и горизонтальные) финишное оформление	Заполнение швов ГЕРМЕТИКОМ с использованием монтажного пистолета ( 10.19г )	м. пог.
1106	ОТДЕЛОЧНЫЕ РАБОТЫ	Деформационные швы (вертикальные и горизонтальные) финишное оформление	Изготовление и монтаж защитного компенсатора деформационного шва	м.п.
1107	ОТДЕЛОЧНЫЕ РАБОТЫ	Деформационные швы (вертикальные и горизонтальные) финишное оформление	Устройство деформационного шва монолитных конструкций	м.п.
1108	ОТДЕЛОЧНЫЕ РАБОТЫ	Деформационные швы (вертикальные и горизонтальные) финишное оформление	Монтаж алюминиевых накладок деформационного шва серии Dewmark Hydro (очистка от пеноплекса, монтаж уплотнителя, монт. накладок)	м. пог.
1109	ОТДЕЛОЧНЫЕ РАБОТЫ	Деформационные швы (вертикальные и горизонтальные) финишное оформление	Монтаж закладного профиля деформационного шва серии Dewmark Hydro в бетонных полах (подг. пов-ти, сборка, монт. арм-ры, монт. профиля)	м. пог.
1110	ОТДЕЛОЧНЫЕ РАБОТЫ	Деформационные швы (вертикальные и горизонтальные) финишное оформление	Нарезка и заполнение усадочных швов под полимерные полы	м. пог.
1111	ОТДЕЛОЧНЫЕ РАБОТЫ	Защита МОП	Устройство деревянной защиты ж/б лестничных маршей (расчет площади по горизонтальной проекция)	м2
1112	ОТДЕЛОЧНЫЕ РАБОТЫ	Лестничные ограждения	Изготовление ограждений лестничных площадок и маршей (в т.ч. изготовление закладных, сборка и сварка ограждений, поручней)	м.п.
1113	ОТДЕЛОЧНЫЕ РАБОТЫ	Лестничные ограждения	Монтаж межэтажной соединительной обвязки ограждений лестничных маршей (монтаж узла с поручнем: в т.ч. сварка, зачистка)	узел
1114	ОТДЕЛОЧНЫЕ РАБОТЫ	Лестничные ограждения	Монтаж ограждений лестничных площадок и маршей (в т.ч. затарка, монтаж закладных, поручней, сварочные работы, зачистка швов)	м.п.
1115	ОТДЕЛОЧНЫЕ РАБОТЫ	Лестничные ограждения	Монтаж отдельностоящего поручня лестничных маршей (с устройством закладных деталей в стене)	м. пог.
1116	ОТДЕЛОЧНЫЕ РАБОТЫ	Лифтовые порталы	Монтаж обрамления откосов лифтового портала оцинкованным листом, с подсистемой из фанеры.	м. пог.
1117	ОТДЕЛОЧНЫЕ РАБОТЫ	Мебель	Сборка и установка подстолья под мойку	шт
1118	ОТДЕЛОЧНЫЕ РАБОТЫ	Мебель	Сборка и установка тумбы под умывальник	шт
1119	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка подоконников	Подливка цементно-песчаным раствором под подоконник(готовым раствором)	м2
1120	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка подоконников	Установка в проемах: подоконной доски ( 06.20г.)	м.п.
1121	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Изоляция ГОРИЗОНТАЛЬНЫХ поверхностей насухо (Минераловатными плитами, Экструдированным пенополистиролом Пеноплекс): в 1 слой	м2
1122	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Изоляция ГОРИЗОНТАЛЬНЫХ поверхностей насухо (Минераловатными плитами, Экструдированным пенополистиролом Пеноплекс): в 2 слоя	м2
1123	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Нанесение индикации (ЦИФРЫ, БУКВЫ,СТРЕЛКИ, УКАЗАТЕЛИ)	шт
1124	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Окраска "сапожка" (маслянными, полиуретановыми и др. однокомпонентными составами)	м.п.
1125	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Окраска полов (маслянными, полиуретановыми и др. однокомпонентными составами)	м2
1126	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Разметка машиномест	м.п.
1127	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Окраска масляными составами полов	м2
1128	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство противоскользящей ленты на ступенях	м.п.
1129	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Установка погонажных изделий: гермоленты ПСУЛ "Ротбан"	м.п.
1130	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство звукоизоляционной мембраны типа "Стенофон" в 1 слой с проклейкой швов	м2
1131	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Армирование бетонных полов сеткой дорожной ( 10.22г )	м2
1132	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Мойка полов автостоянки роторными машинами (под разметку машиномест и т.д.) с подготовкой оснований	м2
1133	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Монтаж временного защитного покрытия бетонного пола без крепления (ДВП, фанера, оргалит)	м2
1134	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Нарезка и заполнение усадочных швов в бетонных полах с прорезкой арматуры	м
1135	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство бетонных полов толщ. до 150мм (в т.ч упрочняющий слой (топпинг) типа Level Top; защитная пропитка типа Level Cure с устройством бетоновода + мойка + уход)	м2
1136	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Проливка керамзита цементным молочком (в т.ч. приготовление цем. молочка)	м2
1137	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство засыпных покрытий полов из керамзита внутри помещений	м3
1138	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство покрытия: защитного из ацеидного листа	м2
1139	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство плинтусов: алюминиевых	м
1140	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство плинтусов: поливинилхлоридных на креплении	м
1141	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство покрытий из плиток: плинтус (сапожок) керамогранитный	м2
1142	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Укладка ламинированного напольного покрытия по готовому основанию: методом бесклеевого (замкового) соединения с уст-ом звукоизоляц прокладки	м2
1143	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Укладка паркетной доски с устройством подложки	м2
1144	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Установка порожков металлических	м.п.
1145	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство деревянного пола: покрытие из фанеры	м2
1146	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство наливного пола ( 06.20г.)	м2
1147	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство покрытий из линолеума: на клее	м2
1148	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство покрытий из плиток керамогранитных на регулируемые опоры полов	м2
1149	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство покрытий из плиток керамогранитных размером 300х300мм: полов с затиркой и подготовкой поверхности	м2
1150	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство покрытий из плиток широкоформатных керамогранитных: полов с затиркой и подготовкой поверхности	м2
1151	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство покрытий из плиток: ступеней и подступенков	м2
1152	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство покрытий из плиток: тактильной плиткой	м2
1153	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Армирование стяжки полов в квартирах, МОП, тех.помещениях сеткой дорожной 1-й слой ( 10.23г )	м2
1154	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Обвалка напольных инженерных коммуникаций раствором	м.п.
1155	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Покрытие полов связующей грунтовкой глубокого проникновения внутри помещений с 09.19	м2
1156	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Ремонт стяжек: отдельными местами	м2
1157	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство лифтовых порогов (устр-во нащельника)	шт
1158	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство лифтовых порогов (устр-во стяжки)	шт
1159	ОТДЕЛОЧНЫЕ РАБОТЫ	Отделка полов	Устройство подливки ступеней и подступенков цементно-песчаным раствором с монтажом и демонтажом опалубки ( 09.20г.)	м2
